Wien-Alter-Ausländische Herkunft | Vienna-Age-Foreign Background;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;AGE;POP_TOTAL;POP_SCG;POP_TUR;POP_DEU;POP_POL;POP_BIH;POP_ROU;POP_HUN;POP_SYR;POP_RUS;POP_OTHER;POP_AUT;REF_DATE
AT1;AT13;AT130;.;.;2;64;8759;894;193;166;323;255;84;119;9;61;1167;5488;20160101
AT1;AT13;AT130;.;.;2;65;9227;961;324;169;326;260;92;118;13;56;1150;5758;20160101
AT1;AT13;AT130;.;.;2;66;9432;827;224;192;228;302;85;116;6;49;1075;6328;20160101
AT1;AT13;AT130;.;.;2;67;10256;795;228;176;257;215;78;150;15;34;1072;7236;20160101
AT1;AT13;AT130;.;.;2;68;10703;638;172;234;207;186;58;149;10;58;1048;7943;20160101
AT1;AT13;AT130;.;.;2;69;8006;437;162;284;184;149;62;137;13;57;901;5620;20160101
AT1;AT13;AT130;.;.;2;70;7857;363;167;390;151;121;49;93;4;45;955;5519;20160101
AT1;AT13;AT130;.;.;2;71;9959;386;122;357;207;113;62;126;4;34;1082;7466;20160101
AT1;AT13;AT130;.;.;2;72;9760;355;91;354;172;99;58;92;6;20;935;7578;20160101
AT1;AT13;AT130;.;.;2;73;9040;345;95;334;133;85;50;108;5;24;870;6991;20160101
AT1;AT13;AT130;.;.;2;74;10101;325;79;348;121;89;53;88;4;35;819;8140;20160101
AT1;AT13;AT130;.;.;2;75;10439;278;97;384;98;82;60;77;5;42;770;8546;20160101
AT1;AT13;AT130;.;.;2;76;9690;265;72;280;88;66;62;70;7;25;644;8111;20160101
AT1;AT13;AT130;.;.;2;77;5792;177;72;196;65;68;46;58;6;24;499;4581;20160101
AT1;AT13;AT130;.;.;2;78;4796;180;60;161;71;48;37;69;5;37;511;3617;20160101
AT1;AT13;AT130;.;.;2;79;4517;194;33;132;66;43;42;55;3;15;442;3492;20160101
AT1;AT13;AT130;.;.;2;80;4423;148;36;112;61;49;31;43;2;16;451;3474;20160101
AT1;AT13;AT130;.;.;2;81;4267;150;39;95;60;28;38;38;4;16;406;3393;20160101
AT1;AT13;AT130;.;.;2;82;4192;117;50;91;42;23;26;50;0;10;384;3399;20160101
AT1;AT13;AT130;.;.;2;83;4293;123;45;79;38;25;31;35;2;5;380;3530;20160101
AT1;AT13;AT130;.;.;2;84;4200;99;22;63;32;18;22;37;2;7;360;3538;20160101
AT1;AT13;AT130;.;.;2;85;4058;105;25;57;35;13;15;37;1;10;353;3407;20160101
AT1;AT13;AT130;.;.;2;86;3680;73;22;75;30;11;23;32;2;4;313;3095;20160101
AT1;AT13;AT130;.;.;2;87;3495;65;13;55;22;9;13;32;0;11;264;3011;20160101
AT1;AT13;AT130;.;.;2;88;3103;43;13;46;25;9;18;24;0;4;260;2661;20160101
AT1;AT13;AT130;.;.;2;89;3129;40;8;67;31;8;32;29;0;10;260;2644;20160101
AT1;AT13;AT130;.;.;2;90;2806;30;9;106;26;4;25;26;0;5;224;2351;20160101
AT1;AT13;AT130;.;.;2;91;2404;21;5;84;29;5;19;13;0;4;198;2026;20160101
AT1;AT13;AT130;.;.;2;92;2108;19;5;97;37;1;9;20;0;1;207;1712;20160101
AT1;AT13;AT130;.;.;2;93;1632;19;2;89;20;3;20;13;0;6;146;1314;20160101
AT1;AT13;AT130;.;.;2;94;1266;13;1;66;12;4;9;8;1;1;109;1042;20160101
AT1;AT13;AT130;.;.;2;95;903;7;0;59;13;2;4;11;0;6;72;729;20160101
AT1;AT13;AT130;.;.;2;96;479;5;1;19;6;2;2;6;0;0;49;389;20160101
AT1;AT13;AT130;.;.;2;97;242;0;1;9;4;0;1;7;0;0;18;202;20160101
AT1;AT13;AT130;.;.;2;98;175;1;0;5;0;0;1;1;0;0;19;148;20160101
AT1;AT13;AT130;.;.;2;99;129;0;1;7;0;0;2;3;0;0;14;102;20160101
AT1;AT13;AT130;.;.;2;100;101;0;0;2;0;0;0;1;0;1;14;83;20160101
AT1;AT13;AT130;.;.;2;101;82;1;0;3;0;0;0;2;0;0;4;72;20160101
AT1;AT13;AT130;.;.;2;102;54;1;0;1;0;0;0;1;0;0;4;47;20160101
AT1;AT13;AT130;.;.;2;103;31;0;0;0;0;0;1;0;0;0;2;28;20160101
AT1;AT13;AT130;.;.;2;104;17;0;0;0;0;0;0;0;0;0;1;16;20160101
AT1;AT13;AT130;.;.;2;105;7;0;0;0;0;0;1;0;1;0;1;4;20160101
AT1;AT13;AT130;.;.;2;106;2;0;0;0;0;0;0;0;0;0;1;1;20160101
AT1;AT13;AT130;.;.;2;107;4;0;0;0;0;0;1;0;0;0;0;3;20160101
AT1;AT13;AT130;.;.;2;108;3;0;0;0;0;0;0;0;0;0;1;2;20160101
AT1;AT13;AT130;.;.;2;109;1;0;0;0;0;0;0;0;0;0;1;0;20160101
AT1;AT13;AT130;.;.;1;0;10028;391;280;207;264;82;306;124;65;77;1516;6716;20160101
AT1;AT13;AT130;.;.;1;1;10077;413;251;209;301;103;254;138;98;82;1508;6720;20160101
AT1;AT13;AT130;.;.;1;2;9935;417;279;241;259;95;256;100;108;94;1596;6490;20160101
AT1;AT13;AT130;.;.;1;3;9714;392;271;248;258;74;212;102;148;94;1631;6284;20160101
AT1;AT13;AT130;.;.;1;4;9381;426;279;235;255;83;209;83;131;85;1437;6158;20160101
AT1;AT13;AT130;.;.;1;5;9429;401;297;211;229;75;201;107;123;98;1522;6165;20160101
AT1;AT13;AT130;.;.;1;6;8936;375;277;206;226;77;185;75;115;87;1458;5855;20160101
AT1;AT13;AT130;.;.;1;7;9135;382;286;188;231;81;185;66;119;74;1314;6209;20160101
AT1;AT13;AT130;.;.;1;8;8677;394;270;160;199;56;137;59;114;110;1236;5942;20160101
AT1;AT13;AT130;.;.;1;9;8654;379;217;136;179;69;130;61;119;96;1176;6092;20160101
AT1;AT13;AT130;.;.;1;10;8498;330;205;143;166;67;137;64;95;132;1075;6084;20160101
AT1;AT13;AT130;.;.;1;11;8667;355;193;151;141;62;131;64;102;142;1076;6250;20160101
AT1;AT13;AT130;.;.;1;12;8426;324;201;126;161;91;126;60;84;139;1003;6111;20160101
AT1;AT13;AT130;.;.;1;13;8629;369;245;132;133;74;108;57;99;179;1092;6141;20160101
AT1;AT13;AT130;.;.;1;14;8275;354;262;108;133;100;119;54;110;133;1131;5771;20160101
AT1;AT13;AT130;.;.;1;15;8593;369;312;113;148;99;104;58;130;132;1258;5870;20160101
AT1;AT13;AT130;.;.;1;16;8420;360;296;110;140;91;108;49;117;144;1224;5781;20160101
AT1;AT13;AT130;.;.;1;17;8769;418;319;93;120;115;110;42;154;127;1467;5804;20160101
AT1;AT13;AT130;.;.;1;18;9309;426;345;130;131;131;133;64;172;134;1655;5988;20160101
AT1;AT13;AT130;.;.;1;19;10663;468;386;193;130;189;188;107;250;154;1904;6694;20160101
AT1;AT13;AT130;.;.;1;20;11634;466;437;297;188;198;216;141;254;144;2256;7037;20160101
AT1;AT13;AT130;.;.;1;21;12852;507;495;420;241;208;234;188;269;131;2368;7791;20160101
AT1;AT13;AT130;.;.;1;22;13569;522;549;457;253;200;281;173;266;115;2559;8194;20160101
AT1;AT13;AT130;.;.;1;23;14480;554;584;618;341;267;296;181;281;123;2871;8364;20160101
AT1;AT13;AT130;.;.;1;24;14886;616;673;673;372;361;284;196;245;112;2781;8573;20160101
AT1;AT13;AT130;.;.;1;25;15506;614;684;825;393;396;335;234;252;114;3138;8521;20160101
AT1;AT13;AT130;.;.;1;26;15426;693;787;786;400;392;374;250;283;117;3009;8335;20160101
AT1;AT13;AT130;.;.;1;27;15951;746;851;757;482;450;419;281;263;140;3148;8414;20160101
AT1;AT13;AT130;.;.;1;28;15519;770;850;768;475;387;437;251;301;113;3266;7901;20160101
AT1;AT13;AT130;.;.;1;29;15371;756;856;687;491;444;424;305;264;121;3164;7859;20160101
AT1;AT13;AT130;.;.;1;30;15481;789;949;734;491;443;390;308;235;138;3241;7763;20160101
AT1;AT13;AT130;.;.;1;31;15390;783;942;655;522;469;375;271;250;117;3245;7761;20160101
AT1;AT13;AT130;.;.;1;32;14981;777;821;645;559;454;317;264;232;138;3152;7622;20160101
AT1;AT13;AT130;.;.;1;33;14888;738;913;597;503;400;325;271;191;129;3123;7698;20160101
AT1;AT13;AT130;.;.;1;34;14910;781;917;673;481;376;357;324;173;129;2963;7736;20160101
AT1;AT13;AT130;.;.;1;35;14499;790;971;598;554;375;328;286;205;106;3100;7186;20160101
AT1;AT13;AT130;.;.;1;36;13688;779;945;526;546;335;366;247;140;120;2899;6785;20160101
AT1;AT13;AT130;.;.;1;37;13095;811;915;525;585;318;341;240;136;114;2787;6323;20160101
AT1;AT13;AT130;.;.;1;38;12758;822;856;532;535;320;307;244;136;139;2712;6155;20160101
AT1;AT13;AT130;.;.;1;39;12598;836;765;479;512;330;282;260;113;128;2626;6267;20160101
AT1;AT13;AT130;.;.;1;40;12754;855;734;457;504;333;290;284;134;125;2603;6435;20160101
AT1;AT13;AT130;.;.;1;41;12688;870;800;417;467;287;267;228;107;116;2577;6552;20160101
AT1;AT13;AT130;.;.;1;42;12349;815;837;427;449;313;250;192;116;118;2268;6564;20160101
AT1;AT13;AT130;.;.;1;43;12765;819;848;441;410;354;236;178;100;122;2370;6887;20160101
AT1;AT13;AT130;.;.;1;44;13048;893;820;453;409;335;274;159;103;121;2274;7207;20160101
AT1;AT13;AT130;.;.;1;45;13297;890;809;385;460;350;244;178;83;102;2295;7501;20160101
AT1;AT13;AT130;.;.;1;46;13770;967;770;413;390;383;255;188;75;103;2218;8008;20160101
AT1;AT13;AT130;.;.;1;47;14342;978;754;441;391;421;307;148;91;81;2290;8440;20160101
AT1;AT13;AT130;.;.;1;48;14211;859;672;439;409;437;277;160;66;89;2155;8648;20160101
AT1;AT13;AT130;.;.;1;49;14260;809;937;411;397;403;132;140;87;93;2282;8569;20160101
AT1;AT13;AT130;.;.;1;50;14069;822;933;397;409;423;145;155;78;106;2252;8349;20160101
AT1;AT13;AT130;.;.;1;51;14028;730;880;401;391;397;148;105;70;72;2197;8637;20160101
AT1;AT13;AT130;.;.;1;52;13785;777;752;345;399;368;152;127;50;88;2161;8566;20160101
AT1;AT13;AT130;.;.;1;53;13286;680;691;327;381;373;125;101;55;79;2091;8383;20160101
AT1;AT13;AT130;.;.;1;54;12725;675;634;269;418;348;121;115;44;75;1835;8191;20160101
AT1;AT13;AT130;.;.;1;55;12089;708;753;267;419;323;92;108;42;70;1781;7526;20160101
AT1;AT13;AT130;.;.;1;56;11408;601;632;228;434;283;108;96;52;74;1607;7293;20160101
AT1;AT13;AT130;.;.;1;57;10748;619;520;193;475;309;112;106;35;53;1520;6806;20160101
AT1;AT13;AT130;.;.;1;58;10329;623;426;205;489;250;95;113;30;63;1456;6579;20160101
AT1;AT13;AT130;.;.;1;59;9866;642;623;186;451;282;91;124;18;52;1422;5975;20160101
AT1;AT13;AT130;.;.;1;60;9204;684;547;187;496;269;107;155;24;51;1285;5399;20160101
AT1;AT13;AT130;.;.;1;61;8717;718;420;159;417;291;79;141;20;45;1275;5152;20160101
AT1;AT13;AT130;.;.;1;62;8159;751;308;145;400;299;69;150;15;35;1176;4811;20160101
AT1;AT13;AT130;.;.;1;63;8100;909;263;102;333;363;72;88;15;33;1168;4754;20160101
AT1;AT13;AT130;.;.;1;64;7461;787;211;116;309;274;65;83;16;27;1012;4561;20160101
AT1;AT13;AT130;.;.;1;65;7878;890;356;122;245;290;66;75;13;22;1022;4777;20160101
AT1;AT13;AT130;.;.;1;66;7946;781;263;111;234;248;60;84;22;40;884;5219;20160101
AT1;AT13;AT130;.;.;1;67;8523;690;251;147;173;207;46;78;12;34;868;6017;20160101
AT1;AT13;AT130;.;.;1;68;8620;566;237;189;130;154;37;79;17;28;738;6445;20160101
AT1;AT13;AT130;.;.;1;69;6614;407;178;219;133;184;54;69;13;38;715;4604;20160101
AT1;AT13;AT130;.;.;1;70;6127;280;185;333;97;88;26;68;18;25;734;4273;20160101
AT1;AT13;AT130;.;.;1;71;7736;349;140;284;129;103;36;73;10;21;851;5740;20160101
AT1;AT13;AT130;.;.;1;72;7554;305;96;249;97;80;43;70;17;17;721;5859;20160101
AT1;AT13;AT130;.;.;1;73;7060;271;108;227;83;71;43;61;20;13;643;5520;20160101
AT1;AT13;AT130;.;.;1;74;7747;221;90;233;69;73;35;53;11;21;678;6263;20160101
AT1;AT13;AT130;.;.;1;75;7835;200;82;230;45;71;25;65;12;24;600;6481;20160101
AT1;AT13;AT130;.;.;1;76;7197;169;70;215;58;61;43;60;13;16;546;5946;20160101
AT1;AT13;AT130;.;.;1;77;4197;133;64;138;30;52;37;56;12;28;411;3236;20160101
AT1;AT13;AT130;.;.;1;78;3467;132;57;111;23;47;25;68;12;21;427;2544;20160101
AT1;AT13;AT130;.;.;1;79;3096;110;34;85;27;31;33;63;5;13;364;2331;20160101
AT1;AT13;AT130;.;.;1;80;2860;83;38;92;25;21;22;36;6;16;307;2214;20160101
AT1;AT13;AT130;.;.;1;81;2626;83;38;68;23;24;19;30;1;11;318;2011;20160101
AT1;AT13;AT130;.;.;1;82;2529;60;37;40;20;19;20;39;4;5;238;2047;20160101
AT1;AT13;AT130;.;.;1;83;2431;58;32;25;21;10;13;24;2;8;244;1994;20160101
AT1;AT13;AT130;.;.;1;84;2227;62;17;34;12;9;15;22;3;4;207;1842;20160101
AT1;AT13;AT130;.;.;1;85;2114;43;18;32;15;5;14;28;1;5;195;1758;20160101
AT1;AT13;AT130;.;.;1;86;1832;40;4;32;10;2;21;28;0;3;158;1534;20160101
AT1;AT13;AT130;.;.;1;87;1614;27;9;32;11;7;8;15;0;5;121;1379;20160101
AT1;AT13;AT130;.;.;1;88;1366;18;9;10;5;4;15;20;0;3;113;1169;20160101
AT1;AT13;AT130;.;.;1;89;1188;12;5;15;7;2;8;15;1;0;77;1046;20160101
AT1;AT13;AT130;.;.;1;90;993;5;1;7;4;2;9;7;0;2;90;866;20160101
AT1;AT13;AT130;.;.;1;91;739;10;2;7;5;1;6;10;0;1;46;651;20160101
AT1;AT13;AT130;.;.;1;92;591;7;0;10;6;0;5;8;0;0;51;504;20160101
AT1;AT13;AT130;.;.;1;93;458;4;1;5;2;0;4;7;0;0;53;382;20160101
AT1;AT13;AT130;.;.;1;94;294;2;1;0;3;1;7;8;0;1;24;247;20160101
AT1;AT13;AT130;.;.;1;95;226;3;0;6;3;1;1;3;0;0;21;188;20160101
AT1;AT13;AT130;.;.;1;96;124;4;0;8;3;1;1;3;0;0;12;92;20160101
AT1;AT13;AT130;.;.;1;97;44;0;0;0;0;0;0;1;0;0;8;35;20160101
AT1;AT13;AT130;.;.;1;98;20;0;0;0;0;0;0;0;0;0;3;17;20160101
AT1;AT13;AT130;.;.;1;99;17;0;0;0;0;1;0;1;0;0;2;13;20160101
AT1;AT13;AT130;.;.;1;100;12;0;0;0;0;0;1;0;0;0;2;9;20160101
AT1;AT13;AT130;.;.;1;101;13;0;0;0;0;0;0;0;0;0;2;11;20160101
AT1;AT13;AT130;.;.;1;102;9;1;0;0;0;0;0;0;0;0;0;8;20160101
AT1;AT13;AT130;.;.;1;103;2;0;0;1;0;0;0;0;0;0;0;1;20160101
AT1;AT13;AT130;.;.;1;104;1;0;0;0;0;0;0;0;0;0;0;1;20160101
AT1;AT13;AT130;.;.;1;105;3;0;0;0;0;0;0;0;0;0;1;2;20160101
AT1;AT13;AT130;.;.;2;0;9974;361;237;201;270;89;301;141;93;78;1799;6404;20170101
AT1;AT13;AT130;.;.;2;1;9599;365;267;184;251;98;266;119;103;71;1586;6289;20170101
AT1;AT13;AT130;.;.;2;2;9371;368;267;190;253;83;244;109;199;68;1532;6058;20170101
AT1;AT13;AT130;.;.;2;3;8996;367;225;225;240;73;221;106;155;89;1496;5799;20170101
AT1;AT13;AT130;.;.;2;4;8907;364;221;205;235;79;229;91;209;77;1541;5656;20170101
AT1;AT13;AT130;.;.;2;5;8869;379;247;208;238;77;206;102;194;98;1424;5696;20170101
AT1;AT13;AT130;.;.;2;6;8738;381;267;185;219;78;197;91;172;101;1356;5691;20170101
AT1;AT13;AT130;.;.;2;7;8500;327;277;179;223;85;194;84;175;104;1347;5505;20170101
AT1;AT13;AT130;.;.;2;8;8394;325;252;170;208;55;181;84;154;99;1236;5630;20170101
AT1;AT13;AT130;.;.;2;9;8356;376;232;170;190;74;157;76;162;112;1180;5627;20170101
AT1;AT13;AT130;.;.;2;10;8472;345;223;153;196;60;137;87;153;133;1155;5830;20170101
AT1;AT13;AT130;.;.;2;11;8126;341;202;132;141;66;138;57;140;116;1032;5761;20170101
AT1;AT13;AT130;.;.;2;12;8075;323;209;124;135;63;132;80;133;133;1010;5733;20170101
AT1;AT13;AT130;.;.;2;13;7988;349;210;118;126;73;114;55;127;128;1036;5652;20170101
AT1;AT13;AT130;.;.;2;14;8294;331;230;146;121;67;105;68;122;155;1053;5896;20170101
AT1;AT13;AT130;.;.;2;15;8006;335;275;133;113;83;98;59;105;155;1053;5597;20170101
AT1;AT13;AT130;.;.;2;16;8240;386;302;109;108;93;126;54;107;118;1144;5693;20170101
AT1;AT13;AT130;.;.;2;17;8066;396;288;104;125;84;110;53;108;127;1105;5566;20170101
AT1;AT13;AT130;.;.;2;18;8771;412;344;167;120;123;128;74;131;148;1313;5811;20170101
AT1;AT13;AT130;.;.;2;19;10374;466;394;292;158;163;236;171;119;188;1702;6485;20170101
AT1;AT13;AT130;.;.;2;20;11997;529;444;398;213;215;269;194;141;218;2021;7355;20170101
AT1;AT13;AT130;.;.;2;21;12744;560;470;467;210;211;328;223;131;213;2204;7727;20170101
AT1;AT13;AT130;.;.;2;22;13650;547;509;560;333;228;359;289;127;194;2325;8179;20170101
AT1;AT13;AT130;.;.;2;23;14380;623;489;638;341;193;361;285;127;197;2525;8601;20170101
AT1;AT13;AT130;.;.;2;24;15013;669;524;749;410;281;406;289;150;188;2619;8728;20170101
AT1;AT13;AT130;.;.;2;25;15677;656;603;857;391;418;426;343;125;210;2825;8823;20170101
AT1;AT13;AT130;.;.;2;26;15867;742;650;848;450;398;436;329;151;228;3068;8567;20170101
AT1;AT13;AT130;.;.;2;27;16118;761;757;858;455;495;541;357;162;216;3222;8294;20170101
AT1;AT13;AT130;.;.;2;28;16205;803;767;892;495;504;579;393;154;206;3253;8159;20170101
AT1;AT13;AT130;.;.;2;29;15768;832;804;750;473;442;578;394;156;236;3301;7802;20170101
AT1;AT13;AT130;.;.;2;30;15533;826;796;709;483;440;564;334;154;247;3441;7539;20170101
AT1;AT13;AT130;.;.;2;31;15032;860;802;673;537;439;470;350;147;228;3250;7276;20170101
AT1;AT13;AT130;.;.;2;32;15107;853;753;645;502;469;502;322;129;224;3299;7409;20170101
AT1;AT13;AT130;.;.;2;33;14979;824;744;608;564;435;427;329;139;225;3301;7383;20170101
AT1;AT13;AT130;.;.;2;34;14927;830;723;604;513;367;432;315;130;227;3313;7473;20170101
AT1;AT13;AT130;.;.;2;35;14775;880;771;574;544;389;481;333;124;240;3169;7270;20170101
AT1;AT13;AT130;.;.;2;36;14150;854;781;563;540;354;474;288;134;227;3182;6753;20170101
AT1;AT13;AT130;.;.;2;37;13165;848;733;513;539;336;427;304;110;213;3009;6133;20170101
AT1;AT13;AT130;.;.;2;38;12861;812;748;461;560;309;450;332;115;181;2921;5972;20170101
AT1;AT13;AT130;.;.;2;39;12759;853;734;500;516;311;430;316;107;196;2954;5842;20170101
AT1;AT13;AT130;.;.;2;40;12532;920;679;434;531;337;414;298;86;207;2849;5777;20170101
AT1;AT13;AT130;.;.;2;41;12830;872;734;433;542;342;397;335;80;194;2787;6114;20170101
AT1;AT13;AT130;.;.;2;42;13139;893;850;396;480;378;411;290;85;200;2749;6407;20170101
AT1;AT13;AT130;.;.;2;43;12963;945;911;382;446;401;307;238;70;174;2707;6382;20170101
AT1;AT13;AT130;.;.;2;44;13291;964;860;381;482;427;347;234;68;184;2662;6682;20170101
AT1;AT13;AT130;.;.;2;45;13495;1000;769;343;496;513;338;251;58;176;2557;6994;20170101
AT1;AT13;AT130;.;.;2;46;13828;1011;823;395;488;463;327;232;68;147;2600;7274;20170101
AT1;AT13;AT130;.;.;2;47;14024;1030;707;337;411;502;335;219;70;154;2419;7840;20170101
AT1;AT13;AT130;.;.;2;48;14582;959;665;359;459;468;346;207;55;127;2352;8585;20170101
AT1;AT13;AT130;.;.;2;49;14071;892;507;388;409;465;335;200;56;133;2176;8510;20170101
AT1;AT13;AT130;.;.;2;50;14055;818;753;362;420;464;184;164;49;115;2174;8552;20170101
AT1;AT13;AT130;.;.;2;51;13927;789;779;354;435;461;181;162;38;133;2088;8507;20170101
AT1;AT13;AT130;.;.;2;52;13763;740;693;345;350;407;165;164;49;135;2041;8674;20170101
AT1;AT13;AT130;.;.;2;53;13832;740;612;339;395;419;157;133;45;116;1956;8920;20170101
AT1;AT13;AT130;.;.;2;54;13223;705;539;319;364;379;165;105;32;120;1928;8567;20170101
AT1;AT13;AT130;.;.;2;55;12593;768;445;296;423;366;131;142;34;112;1618;8258;20170101
AT1;AT13;AT130;.;.;2;56;12497;737;661;247;454;377;145;107;36;109;1676;7948;20170101
AT1;AT13;AT130;.;.;2;57;11871;734;480;262;497;327;127;118;30;91;1588;7617;20170101
AT1;AT13;AT130;.;.;2;58;11316;670;433;217;500;379;156;122;39;89;1548;7163;20170101
AT1;AT13;AT130;.;.;2;59;10766;709;350;204;519;319;125;113;34;73;1484;6836;20170101
AT1;AT13;AT130;.;.;2;60;10970;828;456;210;460;390;136;135;29;92;1578;6656;20170101
AT1;AT13;AT130;.;.;2;61;10275;945;446;188;502;361;107;157;24;76;1451;6018;20170101
AT1;AT13;AT130;.;.;2;62;9790;1038;361;194;439;369;111;154;21;76;1379;5648;20170101
AT1;AT13;AT130;.;.;2;63;9398;1043;311;191;395;384;88;157;13;56;1313;5447;20170101
AT1;AT13;AT130;.;.;2;64;9212;1010;294;177;406;369;110;135;16;74;1263;5358;20170101
AT1;AT13;AT130;.;.;2;65;8684;879;195;168;318;253;91;114;11;61;1170;5424;20170101
AT1;AT13;AT130;.;.;2;66;9158;947;320;167;326;260;102;116;13;59;1160;5688;20170101
AT1;AT13;AT130;.;.;2;67;9317;803;217;191;225;299;86;110;9;50;1074;6253;20170101
AT1;AT13;AT130;.;.;2;68;10112;792;220;172;253;211;76;149;16;35;1057;7131;20170101
AT1;AT13;AT130;.;.;2;69;10521;616;172;234;207;182;59;143;12;56;1040;7800;20170101
AT1;AT13;AT130;.;.;2;70;7867;425;155;278;181;145;61;136;15;55;893;5523;20170101
AT1;AT13;AT130;.;.;2;71;7712;348;160;385;145;120;50;94;4;47;943;5416;20170101
AT1;AT13;AT130;.;.;2;72;9771;371;117;353;202;113;63;127;6;34;1063;7322;20170101
AT1;AT13;AT130;.;.;2;73;9575;345;88;348;165;95;55;92;7;19;930;7431;20170101
AT1;AT13;AT130;.;.;2;74;8836;330;96;333;132;81;53;103;6;24;855;6823;20170101
AT1;AT13;AT130;.;.;2;75;9869;306;77;343;115;85;51;89;4;34;811;7954;20170101
AT1;AT13;AT130;.;.;2;76;10163;260;91;378;95;82;57;73;6;44;750;8327;20170101
AT1;AT13;AT130;.;.;2;77;9426;256;69;279;87;62;62;66;8;23;637;7877;20170101
AT1;AT13;AT130;.;.;2;78;5615;165;64;193;59;65;45;55;6;23;487;4453;20170101
AT1;AT13;AT130;.;.;2;79;4625;164;60;155;67;45;37;67;8;34;496;3492;20170101
AT1;AT13;AT130;.;.;2;80;4350;179;30;131;63;42;40;55;4;14;425;3367;20170101
AT1;AT13;AT130;.;.;2;81;4228;137;32;108;56;43;32;41;4;16;435;3324;20170101
AT1;AT13;AT130;.;.;2;82;4038;133;39;89;56;26;36;35;4;17;392;3211;20170101
AT1;AT13;AT130;.;.;2;83;3925;106;48;84;40;21;24;46;0;9;363;3184;20170101
AT1;AT13;AT130;.;.;2;84;4011;111;37;79;37;23;27;31;2;6;360;3298;20170101
AT1;AT13;AT130;.;.;2;85;3895;89;18;59;26;16;22;35;2;6;336;3286;20170101
AT1;AT13;AT130;.;.;2;86;3743;90;25;51;33;13;14;32;1;10;339;3135;20170101
AT1;AT13;AT130;.;.;2;87;3326;59;23;71;29;9;22;30;3;3;289;2788;20170101
AT1;AT13;AT130;.;.;2;88;3152;59;11;49;21;8;11;30;0;12;239;2712;20170101
AT1;AT13;AT130;.;.;2;89;2743;39;12;38;25;9;15;20;0;4;229;2352;20170101
AT1;AT13;AT130;.;.;2;90;2773;32;7;60;29;8;25;29;0;11;233;2339;20170101
AT1;AT13;AT130;.;.;2;91;2416;30;6;80;25;3;21;20;1;3;193;2034;20170101
AT1;AT13;AT130;.;.;2;92;1956;14;3;72;23;3;16;10;0;4;160;1651;20170101
AT1;AT13;AT130;.;.;2;93;1677;15;3;78;29;1;9;15;0;1;172;1354;20170101
AT1;AT13;AT130;.;.;2;94;1288;13;2;71;15;2;16;8;0;5;111;1045;20170101
AT1;AT13;AT130;.;.;2;95;1000;9;1;49;10;4;5;6;1;1;81;833;20170101
AT1;AT13;AT130;.;.;2;96;691;6;0;41;12;2;3;9;0;6;53;559;20170101
AT1;AT13;AT130;.;.;2;97;364;3;1;13;6;2;2;6;1;0;40;290;20170101
AT1;AT13;AT130;.;.;2;98;163;0;1;9;4;0;1;5;0;0;13;130;20170101
AT1;AT13;AT130;.;.;2;99;116;0;0;4;0;0;1;1;0;0;13;97;20170101
AT1;AT13;AT130;.;.;2;100;90;0;1;6;0;0;1;3;0;0;8;71;20170101
AT1;AT13;AT130;.;.;2;101;72;0;0;1;0;0;0;0;0;1;9;61;20170101
AT1;AT13;AT130;.;.;2;102;49;1;1;1;0;0;0;2;0;0;2;42;20170101
AT1;AT13;AT130;.;.;2;103;36;1;0;0;0;0;0;0;0;0;3;32;20170101
AT1;AT13;AT130;.;.;2;104;19;0;0;0;0;0;1;0;0;0;1;17;20170101
AT1;AT13;AT130;.;.;2;105;10;0;0;0;0;0;0;0;0;0;0;10;20170101
AT1;AT13;AT130;.;.;2;106;5;0;0;0;0;0;1;0;1;0;0;3;20170101
AT1;AT13;AT130;.;.;2;107;1;0;0;0;0;0;0;0;0;0;1;0;20170101
AT1;AT13;AT130;.;.;2;108;3;0;0;0;0;0;1;0;0;0;0;2;20170101
AT1;AT13;AT130;.;.;2;110;1;0;0;0;0;0;0;0;0;0;1;0;20170101
AT1;AT13;AT130;.;.;1;0;10495;382;273;203;266;114;308;167;108;85;1835;6754;20170101
AT1;AT13;AT130;.;.;1;1;10248;397;281;220;267;85;320;121;127;76;1673;6681;20170101
AT1;AT13;AT130;.;.;1;2;10077;407;249;205;296;104;268;139;174;90;1565;6580;20170101
AT1;AT13;AT130;.;.;1;3;9864;413;275;232;259;91;263;103;166;89;1619;6354;20170101
AT1;AT13;AT130;.;.;1;4;9702;394;262;239;256;74;219;98;221;85;1680;6174;20170101
AT1;AT13;AT130;.;.;1;5;9420;437;274;242;247;81;218;93;220;85;1479;6044;20170101
AT1;AT13;AT130;.;.;1;6;9389;400;291;201;223;70;206;109;189;105;1546;6049;20170101
AT1;AT13;AT130;.;.;1;7;8952;374;274;202;228;74;183;82;195;87;1475;5778;20170101
AT1;AT13;AT130;.;.;1;8;9164;390;283;190;223;80;198;68;189;72;1330;6141;20170101
AT1;AT13;AT130;.;.;1;9;8746;394;271;154;192;59;135;68;200;102;1273;5898;20170101
AT1;AT13;AT130;.;.;1;10;8724;383;216;139;177;70;144;67;165;100;1226;6037;20170101
AT1;AT13;AT130;.;.;1;11;8612;342;205;143;162;67;140;72;152;133;1145;6051;20170101
